index,O,F,M
676,0.00,0.00,1.00
677,0.00,1.00,0.00
678,0.00,0.00,1.00
679,0.00,0.00,1.00
680,0.00,1.00,0.00
681,0.00,1.00,0.00
682,0.00,0.00,1.00
683,0.00,0.17,0.83
684,0.00,0.00,1.00
685,0.00,1.00,0.00
686,0.00,0.00,1.00
687,0.00,0.00,1.00
688,0.00,0.00,1.00
689,0.00,0.00,1.00
690,0.00,0.00,1.00
691,0.00,1.00,0.00
692,0.00,1.00,0.00
693,0.00,1.00,0.00
694,0.00,1.00,0.00
695,0.00,0.00,1.00
696,0.00,0.00,1.00
697,0.00,0.00,1.00
698,0.00,1.00,0.00
699,0.00,1.00,0.00
701,0.00,0.00,1.00
702,0.00,1.00,0.00
703,0.00,0.00,1.00
704,0.00,0.00,1.00
705,0.00,0.00,1.00
706,0.00,1.00,0.00
707,0.00,1.00,0.00
709,0.00,0.00,1.00
710,0.00,0.00,1.00
711,0.00,0.00,1.00
712,0.00,0.00,1.00
713,0.00,0.00,1.00
714,0.00,0.06,0.94
715,0.00,1.00,0.00
716,0.00,0.00,1.00
717,0.00,0.00,1.00
718,0.00,1.00,0.00
719,0.00,0.00,1.00
720,0.00,0.00,1.00
721,0.00,1.00,0.00
722,0.00,0.00,1.00
723,0.00,0.00,1.00
724,0.00,1.00,0.00
725,0.00,1.00,0.00
726,0.00,0.46,0.54
727,0.00,0.00,1.00
728,0.00,0.00,1.00
729,0.00,0.00,1.00
730,0.00,0.00,1.00
731,0.00,0.00,1.00
732,0.00,0.00,1.00
733,0.00,0.00,1.00
734,0.00,0.00,1.00
735,0.00,0.00,1.00
736,0.00,1.00,0.00
737,0.00,0.05,0.95
738,0.00,0.00,1.00
739,0.00,0.00,1.00
740,0.00,0.00,1.00
741,0.00,0.00,1.00
742,0.00,0.00,1.00
743,0.00,1.00,0.00
744,0.00,0.00,1.00
745,0.00,0.00,1.00
746,0.00,1.00,0.00
747,0.00,0.00,1.00
748,0.00,0.11,0.89
749,0.00,0.00,1.00
750,0.00,1.00,0.00
751,0.00,1.00,0.00
752,0.00,0.00,1.00
753,0.00,1.00,0.00
754,0.00,0.00,1.00
755,0.00,0.00,1.00
756,0.00,0.00,1.00
757,0.00,0.28,0.72
758,0.00,0.00,1.00
759,0.00,1.00,0.00
760,0.00,0.00,1.00
761,0.00,1.00,0.00
762,0.00,1.00,0.00
764,0.00,0.00,1.00
765,0.00,1.00,0.00
766,0.00,0.00,1.00
767,0.00,0.00,1.00
768,0.00,0.00,1.00
769,0.00,0.94,0.06
770,0.00,0.00,1.00
771,0.00,0.00,1.00
773,0.00,0.00,1.00
775,0.00,0.00,1.00
776,0.00,0.36,0.64
777,0.00,0.00,1.00
778,0.00,1.00,0.00
779,0.00,1.00,0.00
780,0.00,1.00,0.00
781,0.00,0.99,0.01
782,0.00,0.00,1.00
783,0.00,0.00,1.00
784,0.00,1.00,0.00
785,0.00,0.00,1.00
786,0.00,0.99,0.01
787,0.00,0.00,1.00
788,0.00,0.00,1.00
789,0.00,1.00,0.00
790,0.00,0.00,1.00
791,0.00,1.00,0.00
792,0.00,1.00,0.00
793,0.00,1.00,0.00
794,0.00,1.00,0.00
795,0.00,0.00,1.00
796,0.00,0.00,1.00
797,0.00,0.00,1.00
798,0.00,1.00,0.00
799,0.00,0.00,1.00
800,0.00,1.00,0.00
801,0.00,1.00,0.00
802,0.00,0.00,1.00
803,0.00,0.00,1.00
804,0.00,1.00,0.00
805,0.00,1.00,0.00
807,0.00,0.00,1.00
808,0.00,1.00,0.00
809,0.00,0.00,1.00
810,0.00,0.00,1.00
811,0.00,1.00,0.00
812,0.00,0.00,1.00
813,0.00,0.00,1.00
814,0.00,0.00,1.00
815,0.00,1.00,0.00
816,0.00,0.00,1.00
817,0.00,1.00,0.00
818,0.00,0.00,1.00
819,0.00,0.00,1.00
820,0.00,0.00,1.00
821,0.00,1.00,0.00
822,0.00,0.00,1.00
823,0.00,1.00,0.00
824,0.00,0.00,1.00
825,0.00,0.00,1.00
826,0.00,0.00,1.00
827,0.00,1.00,0.00
828,0.00,0.00,1.00
829,0.00,0.00,1.00
830,0.00,0.00,1.00
831,0.00,0.94,0.06
832,0.00,0.00,1.00
833,0.00,0.00,1.00
834,0.00,0.00,1.00
835,0.00,0.00,1.00
836,0.00,0.00,1.00
837,0.00,0.00,1.00
838,0.00,0.71,0.29
840,0.00,0.98,0.02
841,0.00,1.00,0.00
842,0.00,0.00,1.00
843,0.00,0.00,1.00
844,0.00,1.00,0.00
845,0.00,0.00,1.00
846,0.00,1.00,0.00
847,0.00,0.00,1.00
848,0.00,0.00,1.00
849,0.00,1.00,0.00
850,0.00,1.00,0.00
851,0.00,0.00,1.00
852,0.00,0.02,0.98
853,0.00,0.00,1.00
854,0.00,1.00,0.00
855,0.00,1.00,0.00
856,0.00,1.00,0.00
857,0.00,0.00,1.00
858,0.00,0.00,1.00
859,0.00,0.00,1.00
860,0.00,0.00,1.00
861,0.00,1.00,0.00
862,0.00,1.00,0.00
863,0.00,1.00,0.00
864,0.00,1.00,0.00
865,0.00,1.00,0.00
866,0.00,1.00,0.00
867,0.00,1.00,0.00
868,0.00,1.00,0.00
869,0.00,0.87,0.13
870,0.00,1.00,0.00
871,0.00,0.00,1.00
872,0.00,1.00,0.00
873,0.00,0.00,1.00
874,0.00,0.00,1.00
875,0.00,0.00,1.00
876,0.00,0.00,1.00
877,0.00,1.00,0.00
878,0.00,0.00,1.00
880,0.00,0.00,1.00
881,0.00,0.00,1.00
882,0.00,1.00,0.00
883,0.00,0.64,0.36
884,0.00,1.00,0.00
885,0.00,1.00,0.00
886,0.00,0.00,1.00
887,0.00,1.00,0.00
888,0.00,1.00,0.00
889,0.00,1.00,0.00
890,0.00,0.09,0.91
891,0.00,0.00,1.00
892,0.00,1.00,0.00
893,0.00,1.00,0.00
894,0.00,0.00,1.00
895,0.00,0.00,1.00
897,0.00,0.00,1.00
898,0.00,0.00,1.00
899,0.00,0.44,0.56
900,0.00,0.00,1.00
901,0.00,0.00,1.00
902,0.00,1.00,0.00
903,0.00,0.00,1.00
904,0.00,0.00,1.00
905,0.00,0.00,1.00
906,0.00,1.00,0.00
907,0.00,1.00,0.00
908,0.00,0.98,0.02
909,0.00,0.06,0.94
910,0.00,0.99,0.01
911,0.00,1.00,0.00
912,0.00,0.00,1.00
913,0.00,0.00,1.00
914,0.00,0.00,1.00
915,0.00,0.00,1.00
916,0.00,1.00,0.00
917,0.00,1.00,0.00
918,0.00,1.00,0.00
919,0.00,0.00,1.00
920,0.00,0.78,0.22
921,0.00,0.00,1.00
922,0.00,0.00,1.00
923,0.00,0.00,1.00
924,0.00,0.00,1.00
925,0.00,1.00,0.00
926,0.00,1.00,0.00
927,0.00,0.00,1.00
928,0.00,0.00,1.00
929,0.00,0.00,1.00
931,0.00,1.00,0.00
932,0.00,1.00,0.00
933,0.00,1.00,0.00
934,0.00,0.00,1.00
935,0.00,0.00,1.00
936,0.00,0.00,1.00
937,0.00,1.00,0.00
938,0.00,1.00,0.00
939,0.00,0.00,1.00
940,0.00,1.00,0.00
941,0.00,0.00,1.00
942,0.00,0.00,1.00
943,0.00,0.00,1.00
944,0.00,1.00,0.00
945,0.00,0.00,1.00
946,0.00,1.00,0.00
947,0.00,0.00,1.00
948,0.00,0.00,1.00
949,0.00,1.00,0.00
950,0.00,1.00,0.00
951,0.00,0.00,1.00
952,0.00,1.00,0.00
953,0.00,1.00,0.00
954,0.00,1.00,0.00
955,0.00,0.00,1.00
956,0.00,1.00,0.00
957,0.00,0.00,1.00
958,0.00,0.00,1.00
959,0.00,1.00,0.00
960,0.00,0.00,1.00
961,0.00,1.00,0.00
962,0.00,1.00,0.00
963,0.00,1.00,0.00
964,0.00,1.00,0.00
965,0.00,0.00,1.00
966,0.00,1.00,0.00
967,0.00,0.00,1.00
968,0.00,0.00,1.00
969,0.00,0.00,1.00
970,0.00,1.00,0.00
971,0.00,0.00,1.00
972,0.00,1.00,0.00
973,0.00,1.00,0.00
974,0.00,0.00,1.00
975,0.00,1.00,0.00
976,0.00,0.00,1.00
978,0.00,0.00,1.00
979,0.00,1.00,0.00
980,0.00,1.00,0.00
981,0.00,1.00,0.00
982,0.00,1.00,0.00
983,0.00,1.00,0.00
984,0.00,1.00,0.00
985,0.00,1.00,0.00
986,0.00,0.00,1.00
987,0.00,0.00,1.00
988,0.00,1.00,0.00
989,0.00,0.00,1.00
990,0.00,0.00,1.00
991,0.00,1.00,0.00
992,0.00,0.00,1.00
993,0.00,0.00,1.00
994,0.00,0.00,1.00
995,0.00,0.00,1.00
996,0.00,0.00,1.00
997,0.00,0.00,1.00
999,0.00,1.00,0.00
1000,0.00,0.00,1.00
1001,0.00,0.13,0.87
1002,0.00,0.00,1.00
1003,0.00,0.00,1.00
1004,0.00,0.00,1.00
1005,0.00,1.00,0.00
1006,0.00,0.25,0.75
1007,0.00,0.00,1.00
1008,0.00,1.00,0.00
1009,0.00,0.00,1.00
1010,0.00,0.00,1.00
1011,0.00,0.00,1.00
1012,0.00,1.00,0.00
1013,0.00,0.00,1.00
1014,0.00,1.00,0.00
1015,0.00,0.00,1.00
1016,0.00,1.00,0.00
1017,0.00,0.00,1.00
1018,0.00,1.00,0.00
1019,0.00,0.00,1.00
1020,0.00,0.00,1.00
1021,0.00,0.00,1.00
1022,0.00,0.00,1.00
1023,0.00,1.00,0.00
1024,0.00,0.00,1.00
1025,0.00,0.00,1.00
1026,0.00,0.00,1.00
1027,0.00,0.00,1.00
1028,0.00,1.00,0.00
1029,0.00,1.00,0.00
1030,0.00,1.00,0.00
1031,0.00,0.00,1.00
1032,0.00,0.00,1.00
1033,0.00,1.00,0.00
1034,0.00,0.00,1.00
1035,0.00,0.00,1.00
1036,0.00,1.00,0.00
1037,0.00,0.00,1.00
1038,0.00,0.00,1.00
1039,0.00,0.84,0.16
1040,0.00,1.00,0.00
1041,0.00,1.00,0.00
1042,0.00,0.00,1.00
1043,0.00,1.00,0.00
1044,0.00,0.00,1.00
1046,0.00,0.00,1.00
1047,0.00,0.00,1.00
1048,0.00,1.00,0.00
1049,0.00,0.00,1.00
1050,0.00,0.99,0.01
1051,0.00,1.00,0.00
1052,0.00,0.00,1.00
1053,1.00,0.00,0.00
1054,0.00,0.00,1.00
1056,0.00,1.00,0.00
1057,0.00,0.00,1.00
1058,0.00,1.00,0.00
1059,0.00,1.00,0.00
1060,0.00,0.00,1.00
1061,0.00,1.00,0.00
1062,0.00,0.00,1.00
1063,0.00,0.00,1.00
1064,0.00,1.00,0.00
1065,0.00,0.00,1.00
1066,0.00,0.00,1.00
1067,0.00,1.00,0.00
1068,0.00,1.00,0.00
1069,0.00,1.00,0.00
1070,0.00,1.00,0.00
1071,0.00,0.00,1.00
1072,0.00,0.00,1.00
1073,0.00,1.00,0.00
1074,0.00,0.00,1.00
1075,0.00,0.00,1.00
1076,0.00,0.00,1.00
1077,0.00,0.00,1.00
1078,0.00,1.00,0.00
1079,0.00,0.00,1.00
1080,0.00,1.00,0.00
1081,0.00,0.00,1.00
1082,0.00,1.00,0.00
1083,0.00,0.00,1.00
1084,0.00,1.00,0.00
1085,0.00,1.00,0.00
1086,0.00,0.99,0.01
