user_id,frequency_1,frequency_2,frequency_3,frequency_4,frequency_5,frequency_6,tralength_1_2,tralength_1_3,tralength_1_4,tralength_1_5,tralength_1_6,tralength_2_3,tralength_2_4,tralength_2_5,tralength_2_6,tralength_3_4,tralength_3_5,tralength_3_6,tralength_4_5,tralength_4_6,tralength_5_6,wtralength_1_2,wtralength_1_3,wtralength_1_4,wtralength_1_5,wtralength_1_6,wtralength_2_3,wtralength_2_4,wtralength_2_5,wtralength_2_6,wtralength_3_4,wtralength_3_5,wtralength_3_6,wtralength_4_5,wtralength_4_6,wtralength_5_6,gender
1801151,5.68047337278106508880,4.02366863905325443780,0.23668639053254437860,0.59171597633136094680,1.53846153846153846160,7.92899408284023668640,4570.894866678842,7068.246565530154,6713.973092425944,6113.349394476292,7146.799030086765,8411.901083853185,7348.863819108616,5689.667827906203,7434.765834559961,1287.1271158650852,7484.092116680957,,5172.577627467989,1775.2107993724428,4828.400460123236,6115.27271519863,,4973.455309306245,8189.836831446928,7164.730243247553,,,4821.414858970027,8749.722142805167,,,,5211.433966767038,,3916.8503333002463,F
1826511,14.51612903225806451620,1.29032258064516129040,0.32258064516129032260,0.32258064516129032260,0.96774193548387096780,2.58064516129032258060,6461.984521893413,,,,10482.97501904563,,,523.759570882651,6089.963560847071,,,,,,2444.4225117141496,879.2861340648176,3236.489941757183,8358.259807030994,,6341.228822601498,,4378.9480244512115,462.86429150100577,9781.412636818786,,6605.201248440302,,,,,M
2213591,0.82089552238805970140,15.11194029850746268660,0.67164179104477611940,0.82089552238805970140,0.89552238805970149260,1.67910447761194029860,3549.4764336998737,,3091.2390948738857,,7781.205522139338,1502.9454401173336,1668.8125336357823,5095.22125001341,6069.487622888841,223.67710801911434,,4320.416685363907,,5605.600465276224,2248.1202772322686,3807.1660518270387,4657.7065062811635,,,,2218.6788176910363,2822.7861575288844,3258.3191273157104,5781.892430704149,5540.434129614936,,,1715.1744924851942,,,M
2250261,13.75000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,6.25000000000000000000,,,,,6699.2852527266,,,,,,,,,,,,,,,6694.838605561345,,,,,,,,,,,M
3588851,1.57894736842105263160,2.10526315789473684220,0.00000000000000000000,1.05263157894736842100,2.10526315789473684220,13.15789473684210526320,,,,,5080.857233792778,,,,5497.815663083417,,,,,4204.683330139126,5143.01039627348,,,,2831.366094508925,3174.7287479526117,,,,3169.34687288708,,,,,,86.41095494805224,M
3830721,1.65137614678899082560,1.83486238532110091740,1.83486238532110091740,0.18348623853211009180,0.55045871559633027520,13.94495412844036697240,2741.857194199979,,,,7069.71369812596,,,,4224.60404049202,,,7199.228625892433,,3082.40205558642,,,409.11786918019067,,,9356.288432086945,3040.5105981541797,,,5902.4310261286555,,,7763.602870339864,,,7220.059302134243,M
5842232,1.96078431372549019600,0.78431372549019607840,0.00000000000000000000,1.17647058823529411760,4.70588235294117647060,11.37254901960784313720,,,,,6875.42924407779,,,,,,,,,1792.5308145838917,5520.379485279106,60.79955715992321,,,1828.5297972723306,,,,,7097.646337479565,,,,,,4204.639461271237,M
6503462,2.13114754098360655740,3.93442622950819672140,0.16393442622950819680,0.32786885245901639340,1.80327868852459016400,11.63934426229508196720,,,4246.608576684271,6326.1940518816555,6286.463001371542,,1811.1111387142125,2148.6939778756964,6636.593296119198,,,,,3997.7946694168363,4130.38066031623,5211.630088415076,,,8888.048911023305,7065.502637722944,5892.672891510562,,,7460.313845199947,,,941.0691420214407,,,6808.37769037519,M
7203992,0.68965517241379310340,0.00000000000000000000,0.00000000000000000000,15.17241379310344827580,1.37931034482758620680,2.75862068965517241380,,,,,,,,,,,,,286.4664524960379,5333.646398299123,,,,102.05706989573169,,,,,,,,,,,4022.7160372532394,3273.6289565948277,M
7237762,1.26315789473684210520,0.84210526315789473680,0.21052631578947368420,1.26315789473684210520,2.94736842105263157900,13.47368421052631578940,,,,,6424.155096049124,,6403.1830694921355,560.0914230332878,8242.413110404661,,,,,2946.054275964714,5785.788343054772,,,,3418.170422085829,6396.903195575817,,,,10375.29581981804,,,3556.7037694889596,,2925.0845256559974,5768.568934145583,M
7280142,13.48837209302325581400,0.85271317829457364340,0.62015503875968992240,2.63565891472868217060,0.62015503875968992240,1.78294573643410852720,3359.6174667506566,2822.5944161003554,2099.266617820935,4069.756136041217,4936.093925481442,1153.247718724767,1145.798460431323,2159.4238700152096,4103.550677831394,1360.8587425459452,,4425.113877690385,2411.843341489513,6079.936675895261,5239.305457182867,,,1811.4539419894384,2153.0238024222303,6146.299448498486,440.68785828073266,1078.2377441299454,,6465.740822108795,1401.7697357106836,1220.909482769891,,,,,M
7351772,13.25842696629213483140,0.00000000000000000000,0.00000000000000000000,0.89887640449438202240,0.67415730337078651680,5.16853932584269662920,,,5442.37297831729,1450.5486505221866,4041.1075970774996,,,,,,,,,4979.6242373099685,,,,3376.129873747308,1268.6206994813238,3696.4873735004135,,,,,,,,,6466.733303678147,4714.995897732165,M
7952752,10.76923076923076923080,0.51282051282051282060,0.00000000000000000000,6.15384615384615384620,0.00000000000000000000,2.56410256410256410260,3369.215666390935,,5821.391309466113,,8740.797529098327,,,,,,,,,,,,,5825.4759579053225,,,,,,,,,,,,,F
8010462,1.21212121212121212120,0.60606060606060606060,0.00000000000000000000,1.81818181818181818180,4.24242424242424242420,12.12121212121212121220,6721.129988123095,,,,9809.433609147234,,,,7046.213000322397,,,,2300.5292514326347,4269.927409265657,4048.83657153504,,,,,1556.1388258319043,,,,,,,,,3766.5726664024387,2304.8253435138354,M
8167242,16.36363636363636363640,3.63636363636363636360,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,4034.9796450067743,,,,,,,,,,,,,,,3304.887305130046,,,,,,,,,,,,,,,F
8512172,0.00000000000000000000,3.07692307692307692300,0.00000000000000000000,0.00000000000000000000,6.15384615384615384620,10.76923076923076923080,,,,,,,,11092.966477248401,7385.630203277304,,,,,,3787.54916295447,,,,,,,,,10015.163200721534,,,,,,3649.992003161186,M
8517152,2.80000000000000000000,0.80000000000000000000,1.20000000000000000000,6.40000000000000000000,2.40000000000000000000,6.40000000000000000000,,826.3036526694796,3516.1598600241905,1252.3972874726508,682.9760321863749,,,,6389.8050149765,3198.0286836233927,,7919.273979092581,,4550.850617694902,5420.362609141031,1927.544920733062,,180.55757570530957,,6839.467361559129,,,,,,,,5266.403228509018,10087.691563386947,6566.715924934332,F
8906152,3.52941176470588235300,4.70588235294117647060,7.05882352941176470580,0.00000000000000000000,0.00000000000000000000,4.70588235294117647060,368.49237359830516,,,,,7615.558364910078,,,,,,3521.2272399885965,,,,,8377.448378727611,,,,7615.558364910078,,,,,,,,,,M
9163672,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,18.66666666666666666660,1.33333333333333333340,,,,,,,,,,,,,,,758.9867990668433,,,,,,,,,,,,,,,,M
9335812,0.00000000000000000000,6.00000000000000000000,2.00000000000000000000,0.00000000000000000000,2.00000000000000000000,10.00000000000000000000,,,,,,4810.953361078098,,,6247.331622881379,,,,,,,,,,,,,,,5219.2986904811005,,,,,,2344.1482492171017,M
9362352,16.92307692307692307700,1.53846153846153846160,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,1.53846153846153846160,,,,,,,,,,,,,,,,1901.340035403539,,,,5729.38093196877,,,,,,,,,,,F
9581822,2.00000000000000000000,0.00000000000000000000,0.00000000000000000000,2.00000000000000000000,0.00000000000000000000,16.00000000000000000000,,,,,,,,,,,,,,,,,,,,7308.715689615372,,,,,,,,,243.94576922676615,,M
9614912,8.94736842105263157900,3.15789473684210526320,0.00000000000000000000,1.05263157894736842100,2.10526315789473684220,4.73684210526315789480,6181.309840156713,,6419.447192083557,,5832.522466840909,,,,10311.02799084357,,,,,,1727.6090192406284,2336.081114918676,,,3472.9827586489496,,,,2853.7817891021546,,,,,,,,M
9973572,1.11111111111111111120,2.77777777777777777780,11.66666666666666666660,0.00000000000000000000,0.55555555555555555560,3.88888888888888888880,,11950.868191410473,,,,,,,,,,12618.76040711961,,,,,11950.84846441963,,7475.600895300767,,7218.953384518951,,,8239.913949912323,,,8557.879165561224,,,8014.846235945034,M
10086912,7.82608695652173913040,0.00000000000000000000,0.00000000000000000000,0.86956521739130434780,2.60869565217391304340,8.69565217391304347820,,,,5063.920335733328,4655.033625956051,,,,,,,,,6797.277874693789,,,,,2997.855746753459,1865.4417204170759,,,,,,,,,,952.3676866069006,M
10411962,0.00000000000000000000,17.60000000000000000000,0.80000000000000000000,0.00000000000000000000,0.80000000000000000000,0.80000000000000000000,,,,,,6214.491933264716,,,,,,,,,,,,,,,,,3786.591790673072,9446.914069432036,,,,,,,M
10857562,17.14285714285714285720,2.85714285714285714280,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,8519.123787246966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M
10931262,0.00000000000000000000,0.00000000000000000000,2.00000000000000000000,2.00000000000000000000,2.00000000000000000000,14.00000000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,9497.347898347163,297.5832511548875,2655.943547588866,3671.620972210145,M
11215252,4.09448818897637795280,2.51968503937007874020,0.00000000000000000000,0.62992125984251968500,3.30708661417322834640,9.44881889763779527560,1908.963698736097,,1889.2297746526942,3123.9013533048674,8041.8416884441895,,4998.859798927177,5974.858327700784,7602.003582565752,,,,,8032.112221648282,5325.834864795266,1789.9450053553019,,7774.713591232252,,6244.559732776743,,810.9519879705986,4013.956915158221,2991.046833540085,,,,,7184.151350256809,6155.841321210368,M
11670272,18.59649122807017543860,0.00000000000000000000,0.35087719298245614040,0.00000000000000000000,0.70175438596491228080,0.35087719298245614040,,,,,1951.1868822744102,,,,,,,,,,,,,,1096.6303091543275,,,,,,,7077.011766635233,,,,,M
11702862,0.58823529411764705880,1.17647058823529411760,3.52941176470588235300,1.17647058823529411760,3.52941176470588235300,10.00000000000000000000,,1107.2781669009814,,,,,,,,183.57843500390385,,3156.9610026622263,,2828.397300251094,3708.0325290809524,,,,,,,,2281.2835252643504,3687.4158154957686,,,,4737.710209910689,898.5387976214564,5598.580610791076,M
11828172,2.19780219780219780220,1.75824175824175824180,0.00000000000000000000,0.65934065934065934060,1.97802197802197802200,13.40659340659340659340,,,,,8408.125606605037,,,2323.8881180474505,7780.312817676936,,,,,1976.1570054975182,2283.9199959111543,1591.9486560884657,,,4213.135039541244,3178.4142084423966,,,5260.53071689134,10812.835517625288,,,,,2834.1986220435306,6828.052510986087,M
12228432,5.88235294117647058820,1.76470588235294117640,0.58823529411764705880,0.00000000000000000000,3.52941176470588235300,8.23529411764705882360,3303.207019794812,3226.5583405911307,,2495.7043749583668,4117.838448000363,,,,2552.074965368347,,,,,,3956.709308432857,6301.582743922324,,,1605.7442434616137,4562.000463164519,,,5221.684398303165,2832.840740652629,,,,,,5842.627259257586,F
12302322,18.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,2.00000000000000000000,,,,,,,,,,,,,,,,,,,,4439.688175051967,,,,,,,,,,,M
12332542,19.20245398773006134960,0.18404907975460122700,0.12269938650306748460,0.06134969325153374240,0.00000000000000000000,0.42944785276073619640,1766.276833023829,4825.612418772902,448.3114959048189,,5714.592705438223,,,,,,,,,,,,,,,5052.644631916511,,,,,,,,,,,M
12442942,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,20.00000000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F
13096452,1.42857142857142857140,0.71428571428571428580,0.00000000000000000000,0.00000000000000000000,5.71428571428571428580,12.14285714285714285720,,,,,,,,,,,,,,,8662.229579709603,4904.6467969641635,,,3176.7236120817975,,,,,5938.04980754539,,,,,,,M
13568742,5.95555555555555555560,8.97777777777777777780,0.53333333333333333340,0.17777777777777777780,1.86666666666666666660,2.48888888888888888880,3313.6301653536875,11307.074867947611,5173.175534888231,6374.472688279556,5681.780788213308,4863.623096795927,3063.804177901371,6603.313315390005,5597.081600856153,,,,2638.894824328274,,4302.860193872556,2906.8313320677885,5681.170237842802,,6099.391841413152,6591.01770835524,4859.552689368454,,4461.575982176003,5464.007921889475,,,,,,3974.551781299389,M
13709612,14.34523809523809523800,0.83333333333333333340,0.17857142857142857140,0.11904761904761904760,3.86904761904761904760,0.65476190476190476200,4511.682509574678,7474.31574951327,490.46797120422104,1658.0339792160285,2176.0090137607135,,,3748.3029486196724,4401.230107755589,,,,,,2492.0542430481755,4477.78864503861,7509.2835240031845,2074.1078571070066,1944.4005267302236,7594.519532533343,6062.516461096612,,4383.550614972004,2324.2969180730825,,,,297.5832511548875,,5059.378651067028,M
13717662,10.28571428571428571420,4.00000000000000000000,0.00000000000000000000,0.00000000000000000000,2.28571428571428571420,3.42857142857142857140,4580.01041138674,,,3282.5923001017372,7615.201695866947,,,,5540.793296427493,,,,,,,3272.6802554899296,,,1461.1987614136237,3911.5008314237057,,,4265.204937067325,4294.355835514301,,,,,,5728.807318358205,M
13955432,10.00000000000000000000,4.28571428571428571420,0.00000000000000000000,0.00000000000000000000,2.85714285714285714280,2.85714285714285714280,,,,1489.5915919075312,,,,,,,,,,,,5679.556160990391,,,,19.453261716415284,,,,,,,,,,,M
13959982,5.00000000000000000000,1.50000000000000000000,2.50000000000000000000,1.50000000000000000000,5.00000000000000000000,4.50000000000000000000,,6404.285848999442,6301.484824740555,,4384.925068745597,,,,4660.258139331635,,,11357.38631198048,,,,3350.5430923646895,,609.2557996490535,,3882.9716242536497,9187.06805771341,,2732.589633087348,,,,10918.429149917893,,353.31515394001605,,M
14057736,0.28169014084507042260,2.25352112676056338020,1.12676056338028169020,0.56338028169014084500,1.97183098591549295780,13.80281690140845070420,4988.801618716114,,,,6082.99996084921,6035.845130689611,,,6252.640025971256,,,2072.7753520928577,,909.6135719003887,3180.7058463736917,,,,,,,,,7080.780335402109,,,1937.1879671978572,,,3062.0005422225913,M
14065374,4.21768707482993197280,7.34693877551020408160,3.40136054421768707480,0.40816326530612244900,1.08843537414965986400,3.53741496598639455780,3760.462708616047,4268.314060969063,631.3057462204736,,6942.156769365874,5066.648554310055,1779.1997352483704,,7082.7681584716265,,6142.783224367907,3579.0267221905356,,7783.186336665381,,2651.1088225599037,7161.71521557384,,8538.761559250843,6255.086032694856,6744.592750113722,2911.1259759372406,5686.323986631724,7354.033250936226,,,4872.7282354562785,,,4198.842177690703,F
14067742,14.13043478260869565220,0.00000000000000000000,0.21739130434782608700,3.91304347826086956520,0.21739130434782608700,1.52173913043478260860,,,3929.9874053630924,3041.9952893025165,5245.50961304522,,,,,,,,,3190.6965510548735,4680.769627634293,,2057.870834887622,4323.916137664154,,,,,,,,,,,,,M
14101662,2.61538461538461538460,2.46153846153846153840,1.23076923076923076920,0.61538461538461538460,3.23076923076923076920,9.84615384615384615380,1742.3274801972584,3472.4958940824217,,6039.664348026518,5691.006254745315,4440.190486635871,7737.8894259916715,2424.2216549955897,4802.666698218467,,,1936.3425109156574,4469.788568276884,4031.107610157529,9011.470537556024,840.3643613113304,5307.769136977805,,,2662.657643978566,,3546.2410181749688,,4774.1270643697235,,5784.363885456039,,,5530.8791111151295,5677.919470656541,M
14109392,0.00000000000000000000,0.00000000000000000000,6.66666666666666666660,5.00000000000000000000,0.00000000000000000000,8.33333333333333333340,,,,,,,,,,4073.30789686704,,,,2981.4396036602393,,,,,,,,,,,,,6117.509122656935,,,,M
14134280,0.00000000000000000000,0.00000000000000000000,1.53846153846153846160,1.53846153846153846160,0.00000000000000000000,16.92307692307692307700,,,,,,,,,,,,509.70011037590757,,,,,,,,,,,,,,,,,3234.0737161296856,,M
14166313,0.23529411764705882360,4.94117647058823529420,0.23529411764705882360,0.47058823529411764700,3.76470588235294117640,10.35294117647058823520,4115.787769391086,,,,,9023.101058842632,,1659.4293659616305,8330.070723994855,,,10641.685274804056,,3357.053335300784,8427.769526484102,,,,,,,5098.087655128946,2370.0596524196176,4961.24044475073,,,,,4303.140627632986,6358.956025821419,F
14169147,0.00000000000000000000,1.81818181818181818180,1.81818181818181818180,9.09090909090909090900,3.63636363636363636360,3.63636363636363636360,,,,,,,,,,,,,,4808.337727784972,,,,,,,6091.524525041034,,5639.91705690133,,,,,2663.830397983164,6217.695563961801,8745.159957655007,M
14176862,13.23943661971830985920,1.97183098591549295780,0.00000000000000000000,1.12676056338028169020,2.53521126760563380280,1.12676056338028169020,1776.6360341101372,,4120.50539201739,344.3791733720552,5209.004469756108,,4792.673118285042,,7856.9584069575385,,,,,,,2829.3961573763845,,,3463.0862425017917,5254.211828480595,,,2490.0988067012636,,,,,,,,M
14198774,4.28571428571428571420,2.85714285714285714280,1.42857142857142857140,0.00000000000000000000,0.00000000000000000000,11.42857142857142857140,,,,,,,,,2941.6826972966583,,,,,,,,1450.5327002679203,,,,,,,,,,1601.5499296914736,,,,M
14241423,0.94339622641509433960,2.07547169811320754720,0.00000000000000000000,2.45283018867924528300,0.18867924528301886800,14.33962264150943396220,5777.916577921938,,,,4688.98135194241,,5646.893323228474,,6822.257219927557,,,,,3391.248138094721,,,,,,4555.116698398868,,,,8691.260133482527,,,,,4025.7037168397574,6405.145059982883,F
14248346,6.25000000000000000000,3.75000000000000000000,1.25000000000000000000,1.25000000000000000000,1.25000000000000000000,6.25000000000000000000,,,,,6978.111736168481,,,,5044.933531999407,,,,,5052.818829170348,,,,,,,,,,2588.2523567456865,,3886.8567342032575,,,,5264.437772085439,M
14355354,1.87500000000000000000,6.25000000000000000000,0.00000000000000000000,5.62500000000000000000,1.25000000000000000000,5.00000000000000000000,,,2616.047258959081,,3617.3684208630143,,2113.7519754604846,,5131.432536369208,,,,,3565.3749363654647,,6741.929136616459,,1658.3344240258043,,,,4752.490277045584,3352.2736960526554,5046.715568424216,,,,4195.243015903526,3824.2717547397406,,M
14364006,13.81132075471698113200,1.50943396226415094340,0.07547169811320754720,0.60377358490566037740,0.37735849056603773580,3.62264150943396226420,823.2838806343591,7835.991869052305,7156.693551710691,8175.8502984114475,8383.359689941526,,,,7257.342110749942,,,1442.0640500809566,,3685.9328701408544,2678.403869353855,141.94077224533854,,,3932.0246212370093,9580.758493831483,,,,,,,,,,,M
14426918,1.05263157894736842100,4.21052631578947368420,2.10526315789473684220,0.00000000000000000000,0.00000000000000000000,12.63157894736842105260,,,,,,,,,,,,1093.1052388643577,,,,6415.666045523994,,,,,,,,6823.920276937558,,,,,,,M
14446453,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,20.00000000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M
14481940,2.95454545454545454540,0.45454545454545454540,0.45454545454545454540,3.86363636363636363640,2.50000000000000000000,9.77272727272727272720,,6399.645241206968,6095.6735269092605,1568.1674799153568,4782.810776739242,,,,,3981.3032292745343,,1972.8917985701528,5866.497934916751,4278.72504689439,6052.07423039213,462.68722357805444,,3789.3330205093985,5677.0971002675615,5838.924964154233,,,,7137.9593508734115,,,,6736.888153326603,4470.192246727034,3921.6533900502636,M
14515168,0.00000000000000000000,2.60869565217391304340,2.60869565217391304340,2.60869565217391304340,4.34782608695652173920,7.82608695652173913040,,,,,,5058.843800846915,,,6994.712210310218,,,10854.147151363632,,,,,,,,,,,2763.02513377617,4140.7754232830175,,,8479.573304090796,4365.459259365236,,5000.003324729976,M
14528368,1.11111111111111111120,0.55555555555555555560,3.88888888888888888880,0.00000000000000000000,8.33333333333333333340,6.11111111111111111120,,,,,,,,,,,4972.242156094609,1359.063466755225,,,,,,,3010.5805153839256,7746.70950458369,,,4966.049681140718,,,,,,,5847.303572264446,F
14571373,1.81818181818181818180,0.00000000000000000000,14.54545454545454545460,0.00000000000000000000,0.00000000000000000000,3.63636363636363636360,,443.69916314845557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F
14594705,2.85714285714285714280,1.42857142857142857140,11.42857142857142857140,0.00000000000000000000,1.42857142857142857140,2.85714285714285714280,,5520.006479845489,,,,,,,,,,10338.289082002348,,,,,5543.006051700836,,,,9019.877609449322,,,,,6855.979801708476,10631.991297868717,,,,M
14678676,0.95238095238095238100,3.26530612244897959180,1.08843537414965986400,2.04081632653061224480,3.26530612244897959180,9.38775510204081632660,,,9585.760548194532,2543.1187251861606,4949.800606712603,3401.5482389435906,7616.669211393166,3974.2341207217305,7489.99428650657,,,2403.0300290131204,5392.143740958156,4858.323027175589,6017.7105513908,,,,5266.04197166089,2422.4496881535892,7725.170461949343,,5742.802860574146,5002.846232032652,,8157.23376456223,6836.988404642539,,4929.071048312104,5642.88269246016,M
14695240,2.85714285714285714280,0.00000000000000000000,10.00000000000000000000,0.00000000000000000000,5.71428571428571428580,1.42857142857142857140,,6432.477506138348,,,,,,,,,6633.277227667368,,,,,,,,,,,,,,,5257.731039147747,,,,3534.987522618494,M
14709165,1.72839506172839506180,5.06172839506172839500,0.61728395061728395060,0.98765432098765432100,0.74074074074074074080,10.86419753086419753080,2654.7669757223675,,,9880.26532448075,6777.217853444957,,5059.62942979838,4390.325178378423,5966.118952299761,,,5869.959922603988,,1588.5236244536718,5954.599389037973,5639.095332524095,2982.132959408265,6434.348642992405,,6093.413219839145,4940.259868375346,3965.6525035180134,4269.004100906775,4461.64277272216,,,2694.8352396185824,,2779.7556475606793,,F
14715424,0.80213903743315508020,0.21390374331550802140,0.37433155080213903740,0.69518716577540106960,1.28342245989304812840,16.63101604278074866320,791.5350845774967,4191.839819531707,1000.4727597878797,,4088.692368914671,,5302.177550615106,,4456.069863436663,,,3895.5555971811073,,3776.0777694415374,3405.452878707699,,,,,,,,,,,,,5182.382025888618,4158.648776367808,4951.274286481164,M
14722589,7.07482993197278911560,0.81632653061224489800,0.20408163265306122440,0.00000000000000000000,2.04081632653061224480,9.86394557823129251700,3625.6830999799604,13350.30764741087,,9214.20277770786,9543.213091873586,,,,8460.013732664449,,4600.920418850448,7346.568609686057,,,2723.585532769086,5220.328576507251,93.83632611884396,,9175.47890242415,9360.897144415427,,,,5258.123466714677,,,8013.242222238548,,,3552.2433513459287,M
14724181,6.66666666666666666660,1.26984126984126984120,0.00000000000000000000,0.95238095238095238100,4.44444444444444444440,6.66666666666666666660,2994.946315264181,,,,3241.0579499622277,,,,4316.778424834548,,,,3128.963807874522,6609.024593282826,7439.680503673917,5225.007278295423,,7261.2380338775465,6514.954888801975,3482.704411878509,,,5233.490207177957,,,,,,7278.130319388388,6201.483190830096,M
14751413,1.00000000000000000000,0.00000000000000000000,0.00000000000000000000,5.00000000000000000000,2.00000000000000000000,12.00000000000000000000,,,,,,,,,,,,,,4431.539955642181,,,,,,7557.792721062933,,,,,,,,6225.690805966979,3910.5324894238247,4687.956533003795,M
14774330,18.75000000000000000000,1.25000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,9153.513625944288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M
14799767,0.41450777202072538860,0.41450777202072538860,1.65803108808290155440,0.00000000000000000000,0.72538860103626943000,16.78756476683937823840,,1008.4398578107954,,,4171.962102088339,10278.478930405765,,3112.6931193567307,5454.8626354200815,,5553.193391817602,4605.0975044487395,,,5495.776077967047,,,,,,,,,,,,,,,7937.031993776506,M
14800801,1.57894736842105263160,1.57894736842105263160,0.52631578947368421060,2.63157894736842105260,2.63157894736842105260,11.05263157894736842100,,,3067.7456763908617,,2988.107335988985,3531.859704961167,,,4915.208679042941,,,822.6000605353663,,2508.552609447116,,,,,,,,,,,,,,,,6044.074755672518,M
14815956,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,6.08695652173913043480,0.00000000000000000000,13.91304347826086956520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.1130165643813,,M
14867992,0.00000000000000000000,0.00000000000000000000,1.00000000000000000000,0.00000000000000000000,0.00000000000000000000,19.00000000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,570.509504216225,,,,F
